ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
3228,,,3,3,205,3,,,10,5714,0
3229,,,5,3,210,5,,,9,5431,1
3230,,,4,1,133,2,,,8,4277,0
3231,,,5,2,215,6,,,5,5195,1
3232,,,2,3,140,3,,,2,4691,0
3233,,,3,3,255,2,,,8,5955,1
3234,,,2,5,159,3,,,5,4190,0
3235,,,5,3,169,2,,,8,5352,1
3236,,,5,4,182,2,,,2,4554,1
3237,,,2,5,231,2,,,10,4406,1
3238,,,3,4,177,3,,,6,4445,0
3239,,,4,3,250,3,,,3,5055,1
3240,,,4,2,145,3,,,4,5122,1
3241,,,2,5,117,3,,,2,4268,1
3242,,,3,4,170,3,,,5,4716,1
3243,,,4,4,173,3,,,9,5382,1
3244,,,4,2,232,3,,,8,4658,1
3245,,,3,2,231,4,,,4,5510,0
3246,,,3,4,136,3,,,2,4524,1
3247,,,4,1,189,3,,,5,4496,1
3248,,,5,4,222,3,,,7,5340,0
3249,,,4,3,148,3,,,7,5034,1
3250,,,5,2,265,2,,,7,5464,1
3251,,,4,1,181,2,,,3,5877,0
3252,,,6,5,189,2,,,4,5898,1
3253,,,3,2,160,3,,,6,4808,1
3254,,,3,3,235,3,,,10,4186,0
3255,,,3,4,100,3,,,4,4191,0
3256,,,5,5,135,4,,,7,5765,1
3257,,,5,2,137,3,,,6,4883,0
3258,,,4,2,222,3,,,9,5337,0
3259,,,5,1,246,3,,,10,4078,1
3260,,,3,3,202,3,,,8,5486,1
3261,,,4,5,273,3,,,1,5043,1
3262,,,5,1,248,2,,,9,5881,1
3263,,,4,4,199,4,,,5,4194,0
3264,,,4,3,209,3,,,7,4104,1
3265,,,4,5,216,2,,,2,4905,0
3266,,,4,2,227,3,,,2,4318,1
3267,,,3,1,216,4,,,4,4416,0
3268,,,2,3,242,2,,,1,5892,1
3269,,,5,4,217,3,,,8,4949,1
3270,,,2,2,160,3,,,9,4613,0
3271,,,5,3,141,2,,,4,5257,0
3272,,,5,4,263,2,,,5,4595,0
3273,,,5,4,171,4,,,7,5359,1
3274,,,3,5,195,2,,,4,4864,0
3275,,,3,5,237,3,,,4,5561,1
3276,,,2,5,241,4,,,4,5693,1
3277,,,3,4,134,3,,,9,4230,1
3278,,,5,5,156,3,,,5,5398,1
3279,,,3,4,211,2,,,6,6000,0
3280,,,3,2,243,2,,,5,4769,0
3281,,,4,3,196,2,,,7,4116,1
3282,,,3,3,242,2,,,7,4960,0
3283,,,3,4,175,3,,,3,4449,0
3284,,,2,2,155,3,,,1,5154,0
3285,,,4,1,200,2,,,9,4808,1
3286,,,3,3,191,3,,,4,4586,0
3287,,,4,5,221,3,,,6,5895,0
3288,,,3,1,135,3,,,9,4511,0
3289,,,3,2,152,4,,,7,5943,1
3290,,,2,5,172,2,,,7,4649,0
3291,,,5,2,253,2,,,2,5643,1
3292,,,5,1,270,2,,,10,5360,0
3293,,,2,4,139,4,,,3,5041,0
3294,,,5,2,257,4,,,9,5088,0
3295,,,4,1,155,3,,,5,4283,1
3296,,,3,5,125,2,,,5,4933,1
3297,,,5,4,233,2,,,7,4597,1
3298,,,3,3,205,2,,,6,4989,1
3299,,,5,4,243,3,,,4,4420,1
3300,,,4,4,208,3,,,10,4919,0
3301,,,3,1,230,3,,,6,4392,0
3302,,,4,5,205,3,,,5,4949,1
3303,,,3,4,170,2,,,2,5664,0
3304,,,4,2,222,2,,,5,4268,0
3305,,,5,4,186,2,,,3,4213,0
3306,,,5,1,208,2,,,8,5218,0
3307,,,4,3,223,3,,,9,5897,0
3308,,,5,3,154,2,,,8,4006,0
3309,,,5,3,235,4,,,10,4011,0
3310,,,4,3,271,3,,,1,4137,0
3311,,,4,5,250,3,,,2,5206,0
3312,,,4,2,206,2,,,4,5159,0
3313,,,3,1,153,3,,,10,5121,1
3314,,,4,4,212,2,,,6,4117,1
3315,,,6,4,168,2,,,6,5686,0
3316,,,3,1,171,2,,,10,5379,1
3317,,,3,5,132,2,,,10,4462,1
3318,,,5,3,141,3,,,9,4857,0
3319,,,3,2,254,2,,,1,4334,0
3320,,,4,4,159,2,,,6,5221,0
3321,,,2,4,194,2,,,4,4803,1
3322,,,4,3,178,6,,,6,4203,0
3323,,,3,4,151,3,,,2,5712,1
3324,,,5,1,244,2,,,5,4125,1
3325,,,3,2,237,3,,,8,5287,1
3326,,,3,1,241,3,,,9,5184,0
3327,,,4,2,156,3,,,3,5923,0
3328,,,4,3,243,3,,,1,5021,0
3329,,,5,5,219,2,,,4,4289,0
3330,,,4,5,168,2,,,2,5776,0
3331,,,6,3,224,6,,,8,5661,0
3332,,,4,4,216,2,,,2,5840,1
3333,,,3,1,187,5,,,6,4698,0
3334,,,5,3,204,3,,,1,4037,1
3335,,,6,5,266,5,,,10,4140,0
3336,,,3,4,179,2,,,2,4931,1
3337,,,3,4,184,3,,,10,4776,0
3338,,,6,2,204,4,,,2,4431,0
3339,,,3,4,255,2,,,7,4332,1
3340,,,4,1,272,2,,,5,5252,0
3341,,,4,3,186,2,,,7,4947,1
3342,,,5,4,147,4,,,6,4369,0
3343,,,3,4,145,3,,,4,5361,1
3344,,,5,1,255,3,,,6,5715,0
3345,,,3,4,133,2,,,7,4663,0
3346,,,4,1,155,4,,,1,4985,0
3347,,,4,5,151,4,,,10,4796,0
3348,,,4,2,270,2,,,3,4914,1
3349,,,3,1,234,4,,,6,4942,0
3350,,,3,5,186,2,,,4,4352,0
3351,,,4,5,157,2,,,6,5937,0
3352,,,4,4,268,3,,,7,5947,0
3353,,,4,3,244,2,,,10,4486,1
3354,,,4,5,190,3,,,2,4554,0
3355,,,4,4,161,4,,,5,5038,0
3356,,,2,4,162,3,,,2,5893,1
3357,,,4,3,163,8,,,6,5739,0
3358,,,3,3,211,6,,,5,5777,1
3359,,,3,4,205,8,,,1,4977,1
3360,,,3,5,150,3,,,4,4442,1
3361,,,2,5,209,5,,,10,4623,1
3362,,,5,2,250,3,,,6,5298,0
3363,,,3,2,206,3,,,1,4431,1
3364,,,5,2,244,3,,,2,4198,0
3365,,,2,1,180,3,,,2,4615,1
3366,,,4,4,256,3,,,1,5784,1
3367,,,5,4,273,3,,,2,5672,1
3368,,,4,1,178,8,,,6,4872,0
3369,,,4,2,296,2,,,2,1233,0
3370,,,3,3,249,5,,,9,1752,0
3371,,,4,5,151,4,,,3,5470,0
3372,,,4,3,270,2,,,5,5346,0
3373,,,3,2,234,4,,,7,4568,1
3374,,,3,4,186,2,,,9,5841,0
3375,,,4,1,157,2,,,3,5801,0
3376,,,4,2,268,3,,,3,5488,1
3377,,,4,1,244,2,,,3,4644,1
3378,,,4,4,190,3,,,2,4800,0
3379,,,4,2,161,4,,,10,5322,0
3380,,,2,2,162,3,,,10,4489,1
3381,,,4,1,163,8,,,9,5489,1
3382,,,3,2,211,6,,,2,4417,0
3383,,,3,4,205,8,,,5,4869,1
3384,,,3,3,150,3,,,4,5536,0
3385,,,2,5,209,5,,,9,5565,0
3386,,,5,3,250,3,,,4,4343,0
3387,,,3,1,206,3,,,8,4763,1
3388,,,5,5,244,3,,,9,5695,0
3389,,,2,2,180,3,,,2,5033,1
3390,,,4,5,256,3,,,10,4504,1
3391,,,5,4,273,3,,,6,4044,1
3392,,,4,2,178,8,,,5,4120,1
3393,,,4,3,296,2,,,9,1523,1
3394,,,4,2,275,6,,,2,1712,1
3395,,,5,5,270,3,,,2,4351,1
3396,,,6,5,224,4,,,6,4616,0
3397,,,2,4,172,5,,,4,4668,0
3398,,,4,4,176,3,,,1,4774,0
3399,,,6,2,240,4,,,9,4099,0
3400,,,3,4,213,3,,,5,4535,1
3401,,,4,2,197,3,,,2,5707,0
3402,,,4,5,167,2,,,7,4289,1
3403,,,5,1,180,3,,,2,5013,1
3404,,,3,1,119,2,,,10,4146,1
3405,,,5,5,232,4,,,3,5447,0
3406,,,3,5,139,2,,,7,5536,0
3407,,,3,2,272,3,,,2,4459,1
3408,,,3,2,253,3,,,7,4915,0
3409,,,3,2,188,3,,,4,5376,0
3410,,,3,4,202,3,,,5,5169,0
3411,,,3,1,134,3,,,7,5802,1
3412,,,3,5,110,3,,,3,4252,1
3413,,,3,2,172,2,,,9,4532,1
3414,,,3,1,188,3,,,3,4222,0
3415,,,3,1,258,4,,,6,5365,1
3416,,,5,3,234,3,,,10,5673,0
3417,,,3,4,148,4,,,9,5301,0
3418,,,5,3,194,4,,,2,5396,0
3419,,,4,4,266,3,,,2,5413,1
3420,,,5,5,158,3,,,7,5559,1
3421,,,5,1,228,2,,,6,4984,1
3422,,,4,5,159,2,,,1,5671,0
3423,,,3,4,255,4,,,10,4107,0
3424,,,3,4,213,3,,,4,5481,1
3425,,,3,4,148,2,,,5,4693,1
3426,,,4,5,219,3,,,6,5957,1
3427,,,3,5,168,5,,,9,5731,1
3428,,,4,3,148,5,,,6,4802,0
3429,,,3,4,149,3,,,5,5467,0
3430,,,3,5,245,6,,,9,4793,0
3431,,,3,1,200,2,,,10,5178,1
3432,,,3,1,228,3,,,9,5530,0
3433,,,4,1,175,4,,,2,4053,0
3434,,,3,3,201,3,,,9,5895,1
3435,,,4,3,267,4,,,7,5140,0
3436,,,3,4,217,2,,,9,5450,0
3437,,,2,3,160,2,,,3,4409,0
3438,,,4,4,264,3,,,2,4279,1
3439,,,3,1,179,3,,,5,5898,1
3440,,,4,5,259,3,,,10,4921,1
3441,,,4,5,178,2,,,5,5403,0
3442,,,3,2,242,5,,,6,4694,0
3443,,,4,4,235,2,,,4,5671,0
3444,,,4,1,247,2,,,7,5098,0
3445,,,2,2,240,5,,,7,4138,1
3446,,,3,1,252,2,,,4,5559,0
3447,,,5,4,237,2,,,8,5600,1
3448,,,4,2,161,3,,,4,5947,0
3449,,,2,3,144,4,,,10,4075,0
3450,,,4,1,163,4,,,2,5432,1
3451,,,4,3,246,3,,,5,5118,0
3452,,,3,2,213,3,,,10,5993,1
3453,,,5,1,123,2,,,9,5497,0
3454,,,4,3,192,3,,,1,4045,1
3455,,,4,4,149,3,,,8,5658,1
3456,,,5,3,206,4,,,1,4583,0
3457,,,6,4,243,6,,,8,5218,0
3458,,,4,5,136,3,,,1,4585,1
3459,,,4,1,170,2,,,5,5182,0
3460,,,2,4,180,2,,,8,4321,1
3461,,,3,5,220,2,,,1,5663,0
3462,,,3,3,144,2,,,6,5994,1
3463,,,3,4,271,2,,,6,4218,0
3464,,,4,4,186,2,,,9,4887,1
3465,,,2,5,247,4,,,4,5255,1
3466,,,4,4,202,3,,,2,4299,1
3467,,,4,3,143,3,,,3,5062,1
3468,,,3,1,180,3,,,10,5633,0
3469,,,4,5,221,3,,,3,4430,1
3470,,,4,3,173,3,,,7,4810,1
3471,,,2,5,107,3,,,2,4853,0
3472,,,3,4,259,2,,,3,4154,1
3473,,,5,4,134,3,,,4,4908,0
3474,,,3,2,204,4,,,4,4745,0
3475,,,2,2,161,5,,,3,4138,0
3476,,,6,4,100,5,,,7,5668,1
3477,,,5,2,260,4,,,3,5890,0
3478,,,5,2,196,3,,,4,4271,0
3479,,,5,2,260,3,,,1,4799,1
3480,,,3,1,193,4,,,5,4700,0
3481,,,4,1,258,3,,,7,4159,0
3482,,,4,3,254,4,,,9,4492,0
3483,,,3,5,216,4,,,3,4934,0
3484,,,4,1,273,3,,,5,5323,0
3485,,,4,4,223,4,,,1,4219,0
3486,,,4,1,182,2,,,10,5638,0
3487,,,3,4,201,3,,,6,5722,1
3488,,,4,3,249,3,,,6,5657,1
3489,,,5,4,152,3,,,1,5314,1
3490,,,3,1,244,4,,,6,4734,1
3491,,,3,1,256,4,,,3,4398,1
3492,,,4,2,223,3,,,3,5121,0
3493,,,3,2,185,2,,,3,4816,1
3494,,,3,1,166,3,,,9,4410,0
3495,,,3,4,113,3,,,1,5765,1
3496,,,4,1,134,2,,,7,5967,0
3497,,,4,3,228,2,,,4,4719,1
3498,,,3,4,204,2,,,10,5844,1
3499,,,3,1,152,2,,,2,4136,0
3500,,,3,2,195,2,,,9,5779,1
3501,,,4,2,192,6,,,3,5173,0
3502,,,4,2,247,3,,,8,4977,0
3503,,,3,1,135,2,,,2,4163,0
3504,,,4,2,209,2,,,1,5337,0
3505,,,2,4,173,2,,,1,4721,0
3506,,,4,4,222,2,,,5,5660,0
3507,,,4,3,192,3,,,10,4086,1
3508,,,3,5,206,3,,,6,5618,0
3509,,,3,3,275,4,,,6,4687,1
3510,,,2,3,192,3,,,8,5787,1
3511,,,6,3,121,3,,,10,5208,0
3512,,,4,2,177,3,,,8,4904,0
3513,,,3,1,243,3,,,2,4989,0
3514,,,3,2,262,4,,,1,4745,1
3515,,,2,4,189,3,,,3,5897,1
3516,,,5,4,178,2,,,4,5307,0
3517,,,3,4,232,3,,,1,4228,1
3518,,,4,5,254,3,,,1,4377,1
3519,,,3,1,148,2,,,5,4082,1
3520,,,4,3,253,4,,,4,4868,1
3521,,,4,5,223,3,,,9,5279,1
3522,,,2,2,190,2,,,7,4075,0
3523,,,5,3,181,4,,,2,5332,0
3524,,,2,3,226,3,,,8,5119,0
3525,,,3,4,182,2,,,8,4883,0
3526,,,2,4,191,3,,,6,4119,0
3527,,,3,1,223,4,,,1,4195,0
3528,,,4,5,274,3,,,4,4521,0
3529,,,4,4,218,2,,,9,5637,0
3530,,,3,5,197,3,,,3,5658,0
3531,,,4,2,137,3,,,6,5271,0
3532,,,2,1,163,3,,,3,5873,1
3533,,,4,4,218,4,,,6,4377,1
3534,,,5,1,245,3,,,6,4343,1
3535,,,3,5,181,2,,,2,4089,0
3536,,,6,3,222,5,,,2,4612,0
3537,,,4,5,259,2,,,7,4390,1
3538,,,3,4,157,3,,,6,5398,1
3539,,,4,3,137,3,,,10,4820,1
3540,,,3,3,242,3,,,8,4199,0
3541,,,4,5,154,4,,,7,4938,0
3542,,,3,2,150,2,,,3,4174,0
3543,,,5,3,174,3,,,7,5510,1
3544,,,5,5,265,3,,,3,5837,1
3545,,,3,4,248,4,,,8,4540,0
3546,,,4,3,186,3,,,7,5156,1
3547,,,4,2,152,3,,,6,5764,1
3548,,,3,3,163,3,,,2,5791,1
3549,,,4,5,168,4,,,5,5735,1
3550,,,4,3,102,3,,,3,4845,1
3551,,,3,1,169,2,,,1,4783,1
3552,,,6,1,163,4,,,3,4031,1
3553,,,2,1,154,3,,,4,5100,0
3554,,,3,5,271,2,,,3,4878,0
3555,,,3,4,182,3,,,7,5409,1
3556,,,4,1,173,3,,,5,5232,0
3557,,,5,2,244,2,,,10,5696,0
3558,,,4,5,214,2,,,8,4512,0
3559,,,4,4,210,2,,,6,4076,0
3560,,,5,3,194,7,,,10,5700,0
3561,,,4,3,185,10,,,7,4818,1
3562,,,3,3,121,2,,,10,5130,1
3563,,,3,1,203,3,,,3,4137,0
3564,,,2,5,134,10,,,8,5472,0
3565,,,3,3,263,3,,,9,5665,1
3566,,,5,1,279,8,,,6,5888,1
3567,,,4,5,222,3,,,5,5584,0
3568,,,4,1,233,2,,,9,4799,1
3569,,,4,4,271,3,,,3,4152,0
3570,,,3,4,118,4,,,6,5964,0
3571,,,3,4,183,2,,,5,4261,1
3572,,,3,4,217,3,,,5,4077,0
3573,,,3,5,245,10,,,8,4909,1
3574,,,3,4,143,4,,,5,5545,1
3575,,,3,3,149,3,,,3,4189,0
3576,,,4,5,275,6,,,10,1400,1
3577,,,4,5,168,4,,,4,4776,1
3578,,,4,1,102,3,,,3,4179,0
3579,,,3,2,169,2,,,10,4038,1
3580,,,6,5,163,4,,,3,5118,1
3581,,,2,3,154,3,,,3,4478,0
3582,,,3,3,271,2,,,8,4444,1
3583,,,3,4,182,3,,,2,5281,1
3584,,,4,5,173,3,,,7,4410,0
3585,,,5,5,244,2,,,10,5794,0
3586,,,4,5,214,2,,,3,5546,0
3587,,,4,2,210,2,,,3,5876,1
3588,,,5,1,194,7,,,8,4770,0
3589,,,4,3,185,10,,,1,4973,0
3590,,,3,1,121,2,,,2,5210,1
3591,,,3,4,203,3,,,1,5543,0
3592,,,2,3,134,10,,,1,5632,0
3593,,,3,2,263,3,,,8,5447,1
3594,,,5,2,279,8,,,5,4785,0
3595,,,4,2,222,3,,,3,5130,0
3596,,,4,2,233,2,,,5,4668,0
3597,,,4,2,271,3,,,9,4085,0
3598,,,3,5,118,4,,,10,5699,1
3599,,,3,4,183,2,,,3,4179,1
3600,,,3,4,217,3,,,5,4883,1
3601,,,3,4,245,10,,,1,5363,0
3602,,,3,2,143,4,,,7,4486,0
3603,,,3,2,149,3,,,7,4049,1
3604,,,4,2,275,6,,,9,1890,0
3605,,,7,4,282,5,,,5,1149,0
3606,,,4,1,276,2,,,3,1966,0
3607,,,4,5,244,3,,,6,1360,1
3608,,,5,5,258,4,,,7,5478,0
3609,,,3,5,257,3,,,5,5657,0
3610,,,4,2,195,5,,,9,5178,1
3611,,,2,2,152,4,,,6,4606,1
3612,,,2,1,100,3,,,1,5776,1
3613,,,4,1,248,2,,,4,5783,0
3614,,,4,5,274,2,,,2,4492,1
3615,,,3,3,203,2,,,1,5244,0
3616,,,6,5,194,5,,,8,4777,0
3617,,,3,3,142,3,,,7,4439,0
3618,,,4,5,208,5,,,7,5833,0
3619,,,4,5,237,2,,,6,5954,0
3620,,,3,1,210,2,,,9,4580,0
3621,,,3,3,158,2,,,10,4061,1
3622,,,3,3,148,3,,,1,5700,0
3623,,,3,2,146,3,,,4,5846,1
3624,,,3,3,155,3,,,3,5768,0
3625,,,2,5,233,3,,,10,5211,1
3626,,,3,4,165,2,,,8,4280,1
3627,,,4,3,227,3,,,10,5491,1
3628,,,5,3,197,4,,,6,4184,0
3629,,,4,1,134,3,,,2,4983,0
3630,,,5,2,134,2,,,9,5045,0
3631,,,4,5,194,2,,,3,4724,1
3632,,,3,4,172,3,,,4,4337,0
3633,,,3,1,205,2,,,2,5322,0
3634,,,3,1,191,5,,,9,5196,1
3635,,,3,3,225,4,,,10,5690,0
3636,,,5,5,152,6,,,2,4915,1
3637,,,5,3,249,3,,,10,5001,1
3638,,,5,5,136,3,,,4,4218,1
3639,,,3,5,146,5,,,7,4538,0
3640,,,5,2,259,2,,,1,4607,0
3641,,,3,2,159,3,,,4,5577,1
3642,,,5,1,162,3,,,5,4064,1
3643,,,4,4,205,4,,,6,5064,0
3644,,,5,5,155,3,,,6,4109,1
3645,,,4,5,171,4,,,4,4151,0
3646,,,3,1,244,3,,,1,5695,1
3647,,,5,5,135,3,,,2,5849,1
3648,,,4,2,147,3,,,5,5174,0
3649,,,3,2,245,2,,,4,4514,1
3650,,,5,4,266,6,,,5,5481,0
3651,,,3,5,165,3,,,3,5409,0
3652,,,4,3,226,3,,,1,5433,1
3653,,,5,4,185,3,,,1,4925,0
3654,,,5,3,267,3,,,9,5258,1
3655,,,5,3,169,3,,,9,4289,1
3656,,,4,1,191,3,,,6,5335,1
3657,,,3,1,187,3,,,2,5154,1
3658,,,3,2,265,6,,,9,5936,0
3659,,,3,2,243,3,,,8,4093,0
3660,,,6,3,166,3,,,2,5559,0
3661,,,5,3,249,2,,,3,4440,0
3662,,,4,1,271,2,,,1,4866,0
3663,,,4,3,272,2,,,5,4681,1
3664,,,4,3,226,2,,,8,4526,0
3665,,,3,3,250,5,,,8,5762,1
3666,,,2,5,135,6,,,9,5777,1
3667,,,4,4,274,3,,,3,4202,1
3668,,,4,4,184,3,,,2,4124,1
3669,,,2,1,139,2,,,2,4520,1
3670,,,3,3,198,2,,,8,4620,1
3671,,,4,2,168,2,,,1,5154,0
3672,,,4,4,245,4,,,4,5203,1
3673,,,4,1,251,3,,,4,4374,1
3674,,,4,1,153,2,,,9,4359,0
3675,,,5,1,142,4,,,2,4735,1
3676,,,4,5,148,3,,,5,4913,0
3677,,,4,2,273,5,,,1,5012,0
3678,,,3,1,180,6,,,5,4802,1
3679,,,3,3,158,3,,,2,5205,1
3680,,,4,3,240,2,,,2,5588,0
3681,,,4,1,174,3,,,7,4813,1
3682,,,4,2,186,3,,,6,4524,0
3683,,,5,5,174,3,,,9,5969,1
3684,,,4,1,260,4,,,10,4072,1
3685,,,4,3,258,2,,,2,4308,0
3686,,,4,2,262,2,,,3,4090,1
3687,,,4,2,197,3,,,4,5800,0
3688,,,4,1,238,3,,,4,5449,1
3689,,,3,3,168,2,,,9,4608,0
3690,,,4,3,266,3,,,9,5621,1
3691,,,4,4,251,3,,,5,5460,0
3692,,,3,5,272,2,,,3,5638,1
3693,,,5,3,203,2,,,4,4311,1
3694,,,5,5,168,3,,,6,4096,0
3695,,,3,1,138,3,,,7,5534,0
3696,,,3,1,129,3,,,9,5296,1
3697,,,4,4,178,6,,,9,5279,1
3698,,,5,1,211,2,,,1,5913,1
3699,,,3,5,169,3,,,5,5750,0
3700,,,3,2,267,3,,,8,5922,0
3701,,,3,4,183,3,,,1,5959,1
3702,,,3,1,194,2,,,8,4335,1
3703,,,5,3,151,2,,,8,4749,0
3704,,,6,3,225,4,,,5,4184,1
3705,,,5,2,184,4,,,6,4155,1
3706,,,3,2,269,2,,,1,4978,0
3707,,,3,2,274,2,,,5,5161,0
3708,,,5,4,142,2,,,7,5341,0
3709,,,4,1,140,4,,,6,5067,0
3710,,,4,1,219,5,,,5,5253,0
3711,,,2,3,237,3,,,2,5331,0
3712,,,3,5,140,5,,,7,4370,1
3713,,,5,5,105,5,,,10,5418,1
3714,,,3,1,192,2,,,6,4056,0
3715,,,3,4,154,3,,,2,4990,1
3716,,,5,5,165,2,,,3,4005,1
3717,,,5,1,197,4,,,2,5594,1
3718,,,3,5,274,3,,,3,5156,0
3719,,,3,5,193,3,,,10,5991,1
3720,,,3,1,252,4,,,4,4303,0
3721,,,4,5,224,2,,,6,4994,0
3722,,,5,2,230,4,,,4,4782,1
3723,,,4,2,174,3,,,10,4318,0
3724,,,3,2,226,3,,,3,4940,1
3725,,,5,1,245,3,,,9,5690,0
3726,,,5,1,206,5,,,2,5766,0
3727,,,3,5,241,3,,,2,4976,1
3728,,,3,4,148,4,,,1,4249,0
3729,,,5,2,181,3,,,7,5875,0
3730,,,4,3,146,3,,,8,5673,1
3731,,,3,3,115,6,,,6,5636,0
3732,,,4,5,201,3,,,10,4530,1
3733,,,5,5,273,4,,,1,5225,1
3734,,,5,5,228,5,,,6,4506,0
3735,,,4,5,185,3,,,2,4336,1
3736,,,6,1,170,3,,,10,4858,0
3737,,,4,4,156,2,,,7,5017,0
3738,,,4,4,159,3,,,3,5545,0
3739,,,5,4,263,2,,,8,4914,0
3740,,,3,5,159,3,,,1,4314,1
3741,,,5,2,241,3,,,10,4244,1
3742,,,5,1,167,3,,,3,4267,1
3743,,,4,5,231,3,,,4,5089,1
3744,,,4,2,233,2,,,5,4817,0
3745,,,6,4,256,4,,,2,5021,0
3746,,,3,1,205,4,,,3,4426,0
3747,,,2,2,180,2,,,1,4407,0
3748,,,2,3,187,2,,,10,5957,0
3749,,,3,4,250,2,,,1,4922,1
3750,,,4,4,273,2,,,9,5151,0
3751,,,3,5,224,2,,,10,4445,0
3752,,,3,2,195,2,,,8,4365,0
3753,,,4,2,148,2,,,9,4334,0
3754,,,3,4,181,2,,,4,4629,0
3755,,,5,1,111,4,,,2,5978,1
3756,,,3,2,181,3,,,9,4163,0
3757,,,3,2,108,4,,,5,4787,0
3758,,,4,5,188,5,,,1,5999,1
3759,,,6,3,231,4,,,7,4553,1
3760,,,2,3,230,3,,,4,5127,0
3761,,,4,3,197,2,,,7,5449,0
3762,,,3,1,252,3,,,6,5101,0
3763,,,6,4,237,5,,,2,5437,1
3764,,,4,4,182,3,,,8,5453,1
3765,,,5,4,241,3,,,6,4157,0
3766,,,4,4,247,2,,,6,5833,1
3767,,,5,2,156,4,,,8,5014,0
3768,,,5,4,189,3,,,7,4741,1
3769,,,4,1,240,4,,,9,4471,1
3770,,,3,1,196,3,,,8,4516,0
3771,,,3,5,157,3,,,7,5100,0
3772,,,2,2,203,4,,,10,5764,0
3773,,,3,5,156,8,,,9,4733,1
3774,,,3,3,172,6,,,5,5366,1
3775,,,4,2,204,2,,,1,4533,0
3776,,,4,2,283,7,,,9,5252,1
3777,,,4,4,257,10,,,4,4710,0
3778,,,2,4,147,2,,,3,5136,1
3779,,,4,2,229,3,,,6,5691,1
3780,,,2,1,111,2,,,1,4296,1
3781,,,3,3,231,2,,,8,5021,0
3782,,,4,1,197,3,,,6,5032,0
3783,,,4,1,157,2,,,5,5647,0
3784,,,3,3,201,10,,,10,5281,0
3785,,,4,3,247,10,,,10,5644,0
3786,,,5,5,184,3,,,5,5045,0
3787,,,3,2,144,10,,,3,5000,0
3788,,,3,4,245,4,,,9,4139,0
3789,,,3,3,163,3,,,5,5638,0
3790,,,3,1,154,10,,,3,4524,0
3791,,,4,2,245,2,,,8,5871,1
3792,,,3,3,268,10,,,2,5626,1
3793,,,4,1,180,3,,,1,5677,0
3794,,,2,2,230,3,,,7,4889,0
3795,,,4,1,197,2,,,2,5685,0
3796,,,3,5,252,3,,,4,4248,0
3797,,,6,4,237,5,,,10,5434,0
3798,,,4,2,182,3,,,7,4710,1
3799,,,5,1,241,3,,,8,5306,1
3800,,,4,3,247,2,,,3,4862,1
3801,,,5,4,156,4,,,1,5533,1
3802,,,5,2,189,3,,,1,5965,0
3803,,,4,1,240,4,,,7,5905,1
3804,,,3,4,196,3,,,8,5204,0
3805,,,3,3,157,3,,,9,5807,1
3806,,,2,1,203,4,,,4,4145,0
3807,,,3,2,156,8,,,6,5637,1
3808,,,3,4,172,6,,,1,4618,0
3809,,,4,1,204,2,,,7,5795,0
3810,,,4,3,283,7,,,1,4216,1
3811,,,4,3,257,10,,,3,5881,1
3812,,,2,5,147,2,,,8,5499,0
3813,,,4,3,229,3,,,5,5225,1
3814,,,2,5,111,2,,,4,4473,1
3815,,,3,4,231,2,,,6,4452,0
3816,,,4,2,197,3,,,2,4113,1
3817,,,4,4,157,2,,,8,5398,0
3818,,,3,4,201,10,,,7,4699,0
3819,,,4,3,247,10,,,10,5882,0
3820,,,5,5,184,3,,,2,5800,0
3821,,,3,4,144,10,,,8,4440,0
3822,,,3,4,245,4,,,4,5186,1
3823,,,3,5,163,3,,,5,4570,0
3824,,,3,3,154,10,,,1,5235,1
3825,,,4,2,245,2,,,1,5978,0
3826,,,3,2,268,10,,,9,4483,0
3827,,,4,3,180,3,,,7,5718,0
3828,,,3,3,182,4,,,10,1690,1
3829,,,4,2,164,2,,,7,1116,0
3830,,,6,4,136,3,,,2,1187,0
3831,,,6,2,290,5,,,8,1512,1
3832,,,6,1,134,3,,,10,1278,1
3833,,,4,1,215,3,,,2,5563,1
3834,,,4,4,213,4,,,2,5857,1
3835,,,5,2,132,3,,,4,4475,1
3836,,,3,5,220,4,,,2,4313,0
3837,,,3,4,215,2,,,8,5683,0
3838,,,6,5,212,2,,,5,4804,1
3839,,,4,1,190,4,,,5,5570,1
3840,,,5,2,171,3,,,3,4749,1
3841,,,4,2,153,2,,,4,4069,1
3842,,,3,1,164,3,,,2,5488,0
3843,,,5,4,172,2,,,5,4554,1
3844,,,3,1,199,6,,,7,4805,0
3845,,,3,2,163,3,,,6,4323,0
3846,,,5,2,263,3,,,9,4699,1
3847,,,3,4,156,3,,,7,4636,0
3848,,,4,3,206,4,,,1,4596,1
3849,,,3,4,224,2,,,8,4162,0
3850,,,3,3,221,2,,,5,4205,1
3851,,,4,3,221,4,,,1,4865,0
3852,,,2,3,263,3,,,10,4779,0
3853,,,6,4,148,4,,,10,5088,0
3854,,,3,3,232,3,,,9,5016,1
3855,,,3,1,139,3,,,3,5847,1
3856,,,3,3,185,4,,,6,4015,0
3857,,,3,2,183,3,,,9,4282,0
3858,,,5,1,245,2,,,2,4882,1
